"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
"Total"	"Delaware"	"10"			32612	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2022"	"2022/01"	643	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2022"	"2022/02"	422	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2022"	"2022/03"	456	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2022"	"2022/04"	373	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"May, 2022"	"2022/05"	431	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jun., 2022"	"2022/06"	431	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jul., 2022"	"2022/07"	391	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Aug., 2022"	"2022/08"	415	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Sep., 2022"	"2022/09"	434	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Oct., 2022"	"2022/10"	455	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Nov., 2022"	"2022/11"	450	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Dec., 2022"	"2022/12"	484	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2023"	"2023/01"	470	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2023"	"2023/02"	385	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2023"	"2023/03"	420	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2023"	"2023/04"	370	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"May, 2023"	"2023/05"	422	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jun., 2023"	"2023/06"	361	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jul., 2023"	"2023/07"	395	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Aug., 2023"	"2023/08"	406	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Sep., 2023"	"2023/09"	412	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Oct., 2023"	"2023/10"	419	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Nov., 2023"	"2023/11"	429	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Dec., 2023"	"2023/12"	427	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jan., 2024 (provisional)"	"2024/01"	429	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Feb., 2024 (provisional)"	"2024/02"	431	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Mar., 2024 (provisional)"	"2024/03"	411	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Apr., 2024 (provisional)"	"2024/04"	394	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"May, 2024 (provisional)"	"2024/05"	412	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jun., 2024 (provisional)"	"2024/06"	396	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Jul., 2024 (provisional)"	"2024/07"	423	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Aug., 2024 (provisional)"	"2024/08"	356	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Sep., 2024 (provisional)"	"2024/09"	362	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Oct., 2024 (provisional)"	"2024/10"	371	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Nov., 2024 (provisional)"	"2024/11"	387	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"Dec., 2024 (provisional)"	"2024/12"	417	Not Applicable	Not Applicable
"Total"	"District of Columbia"	"11"			15090	Not Applicable	Not Applicable
	"Florida"	"12"	"Jan., 2022"	"2022/01"	24887	Not Applicable	Not Applicable
	"Florida"	"12"	"Feb., 2022"	"2022/02"	21027	Not Applicable	Not Applicable
	"Florida"	"12"	"Mar., 2022"	"2022/03"	19782	Not Applicable	Not Applicable
	"Florida"	"12"	"Apr., 2022"	"2022/04"	18180	Not Applicable	Not Applicable
	"Florida"	"12"	"May, 2022"	"2022/05"	18947	Not Applicable	Not Applicable
	"Florida"	"12"	"Jun., 2022"	"2022/06"	19066	Not Applicable	Not Applicable
	"Florida"	"12"	"Jul., 2022"	"2022/07"	19765	Not Applicable	Not Applicable
	"Florida"	"12"	"Aug., 2022"	"2022/08"	19947	Not Applicable	Not Applicable
	"Florida"	"12"	"Sep., 2022"	"2022/09"	18808	Not Applicable	Not Applicable
	"Florida"	"12"	"Oct., 2022"	"2022/10"	19561	Not Applicable	Not Applicable
	"Florida"	"12"	"Nov., 2022"	"2022/11"	18660	Not Applicable	Not Applicable
	"Florida"	"12"	"Dec., 2022"	"2022/12"	20489	Not Applicable	Not Applicable
	"Florida"	"12"	"Jan., 2023"	"2023/01"	21470	Not Applicable	Not Applicable
	"Florida"	"12"	"Feb., 2023"	"2023/02"	18086	Not Applicable	Not Applicable
	"Florida"	"12"	"Mar., 2023"	"2023/03"	19753	Not Applicable	Not Applicable
	"Florida"	"12"	"Apr., 2023"	"2023/04"	18551	Not Applicable	Not Applicable
	"Florida"	"12"	"May, 2023"	"2023/05"	18711	Not Applicable	Not Applicable
	"Florida"	"12"	"Jun., 2023"	"2023/06"	18257	Not Applicable	Not Applicable
	"Florida"	"12"	"Jul., 2023"	"2023/07"	19221	Not Applicable	Not Applicable
	"Florida"	"12"	"Aug., 2023"	"2023/08"	19255	Not Applicable	Not Applicable
	"Florida"	"12"	"Sep., 2023"	"2023/09"	18443	Not Applicable	Not Applicable
	"Florida"	"12"	"Oct., 2023"	"2023/10"	18937	Not Applicable	Not Applicable
	"Florida"	"12"	"Nov., 2023"	"2023/11"	18284	Not Applicable	Not Applicable
	"Florida"	"12"	"Dec., 2023"	"2023/12"	19972	Not Applicable	Not Applicable
	"Florida"	"12"	"Jan., 2024 (provisional)"	"2024/01"	21311	Not Applicable	Not Applicable
	"Florida"	"12"	"Feb., 2024 (provisional)"	"2024/02"	19024	Not Applicable	Not Applicable
	"Florida"	"12"	"Mar., 2024 (provisional)"	"2024/03"	19635	Not Applicable	Not Applicable
	"Florida"	"12"	"Apr., 2024 (provisional)"	"2024/04"	18384	Not Applicable	Not Applicable
	"Florida"	"12"	"May, 2024 (provisional)"	"2024/05"	18827	Not Applicable	Not Applicable
	"Florida"	"12"	"Jun., 2024 (provisional)"	"2024/06"	18494	Not Applicable	Not Applicable
	"Florida"	"12"	"Jul., 2024 (provisional)"	"2024/07"	18641	Not Applicable	Not Applicable
	"Florida"	"12"	"Aug., 2024 (provisional)"	"2024/08"	18780	Not Applicable	Not Applicable
	"Florida"	"12"	"Sep., 2024 (provisional)"	"2024/09"	18043	Not Applicable	Not Applicable
	"Florida"	"12"	"Oct., 2024 (provisional)"	"2024/10"	18615	Not Applicable	Not Applicable
	"Florida"	"12"	"Nov., 2024 (provisional)"	"2024/11"	18236	Not Applicable	Not Applicable
	"Florida"	"12"	"Dec., 2024 (provisional)"	"2024/12"	19945	Not Applicable	Not Applicable
"Total"	"Florida"	"12"			695994	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2022"	"2022/01"	11649	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2022"	"2022/02"	9244	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2022"	"2022/03"	8286	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2022"	"2022/04"	7679	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2022"	"2022/05"	7836	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2022"	"2022/06"	7625	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2022"	"2022/07"	8125	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2022"	"2022/08"	8240	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2022"	"2022/09"	7989	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2022"	"2022/10"	8457	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2022"	"2022/11"	8144	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2022"	"2022/12"	9068	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2023"	"2023/01"	9139	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2023"	"2023/02"	7667	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2023"	"2023/03"	8219	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2023"	"2023/04"	7801	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2023"	"2023/05"	7911	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2023"	"2023/06"	7493	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2023"	"2023/07"	7651	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2023"	"2023/08"	8247	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2023"	"2023/09"	7650	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2023"	"2023/10"	7933	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2023"	"2023/11"	7781	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2023"	"2023/12"	9035	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jan., 2024 (provisional)"	"2024/01"	9568	Not Applicable	Not Applicable
	"Georgia"	"13"	"Feb., 2024 (provisional)"	"2024/02"	8080	Not Applicable	Not Applicable
	"Georgia"	"13"	"Mar., 2024 (provisional)"	"2024/03"	8155	Not Applicable	Not Applicable
	"Georgia"	"13"	"Apr., 2024 (provisional)"	"2024/04"	7689	Not Applicable	Not Applicable
	"Georgia"	"13"	"May, 2024 (provisional)"	"2024/05"	7761	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jun., 2024 (provisional)"	"2024/06"	7464	Not Applicable	Not Applicable
	"Georgia"	"13"	"Jul., 2024 (provisional)"	"2024/07"	7697	Not Applicable	Not Applicable
	"Georgia"	"13"	"Aug., 2024 (provisional)"	"2024/08"	7869	Not Applicable	Not Applicable
	"Georgia"	"13"	"Sep., 2024 (provisional)"	"2024/09"	7575	Not Applicable	Not Applicable
	"Georgia"	"13"	"Oct., 2024 (provisional)"	"2024/10"	7824	Not Applicable	Not Applicable
	"Georgia"	"13"	"Nov., 2024 (provisional)"	"2024/11"	7526	Not Applicable	Not Applicable
	"Georgia"	"13"	"Dec., 2024 (provisional)"	"2024/12"	8540	Not Applicable	Not Applicable
"Total"	"Georgia"	"13"			294617	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2022"	"2022/01"	1315	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2022"	"2022/02"	1137	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2022"	"2022/03"	1023	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2022"	"2022/04"	1025	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2022"	"2022/05"	1121	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2022"	"2022/06"	1056	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2022"	"2022/07"	1058	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2022"	"2022/08"	1106	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2022"	"2022/09"	1063	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2022"	"2022/10"	1084	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2022"	"2022/11"	1101	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2022"	"2022/12"	1139	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2023"	"2023/01"	1163	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2023"	"2023/02"	1000	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2023"	"2023/03"	1172	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2023"	"2023/04"	1029	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2023"	"2023/05"	1023	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2023"	"2023/06"	1002	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2023"	"2023/07"	1022	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2023"	"2023/08"	1180	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2023"	"2023/09"	968	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2023"	"2023/10"	1012	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2023"	"2023/11"	1004	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2023"	"2023/12"	1071	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jan., 2024 (provisional)"	"2024/01"	1251	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Feb., 2024 (provisional)"	"2024/02"	1064	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Mar., 2024 (provisional)"	"2024/03"	1072	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Apr., 2024 (provisional)"	"2024/04"	1031	Not Applicable	Not Applicable
	"Hawaii"	"15"	"May, 2024 (provisional)"	"2024/05"	1014	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jun., 2024 (provisional)"	"2024/06"	1048	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Jul., 2024 (provisional)"	"2024/07"	1168	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Aug., 2024 (provisional)"	"2024/08"	1109	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Sep., 2024 (provisional)"	"2024/09"	971	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Oct., 2024 (provisional)"	"2024/10"	997	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Nov., 2024 (provisional)"	"2024/11"	972	Not Applicable	Not Applicable
	"Hawaii"	"15"	"Dec., 2024 (provisional)"	"2024/12"	1064	Not Applicable	Not Applicable
"Total"	"Hawaii"	"15"			38635	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2022"	"2022/01"	1736	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2022"	"2022/02"	1527	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2022"	"2022/03"	1390	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2022"	"2022/04"	1297	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2022"	"2022/05"	1249	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2022"	"2022/06"	1400	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2022"	"2022/07"	1467	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2022"	"2022/08"	1412	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2022"	"2022/09"	1289	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2022"	"2022/10"	1379	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2022"	"2022/11"	1446	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2022"	"2022/12"	1570	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2023"	"2023/01"	1448	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2023"	"2023/02"	1243	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2023"	"2023/03"	1426	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2023"	"2023/04"	1379	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2023"	"2023/05"	1388	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2023"	"2023/06"	1304	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2023"	"2023/07"	1345	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2023"	"2023/08"	1361	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2023"	"2023/09"	1293	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2023"	"2023/10"	1431	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2023"	"2023/11"	1366	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2023"	"2023/12"	1490	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jan., 2024 (provisional)"	"2024/01"	1553	Not Applicable	Not Applicable
	"Idaho"	"16"	"Feb., 2024 (provisional)"	"2024/02"	1325	Not Applicable	Not Applicable
	"Idaho"	"16"	"Mar., 2024 (provisional)"	"2024/03"	1421	Not Applicable	Not Applicable
	"Idaho"	"16"	"Apr., 2024 (provisional)"	"2024/04"	1342	Not Applicable	Not Applicable
	"Idaho"	"16"	"May, 2024 (provisional)"	"2024/05"	1363	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jun., 2024 (provisional)"	"2024/06"	1420	Not Applicable	Not Applicable
	"Idaho"	"16"	"Jul., 2024 (provisional)"	"2024/07"	1352	Not Applicable	Not Applicable
	"Idaho"	"16"	"Aug., 2024 (provisional)"	"2024/08"	1403	Not Applicable	Not Applicable
	"Idaho"	"16"	"Sep., 2024 (provisional)"	"2024/09"	1332	Not Applicable	Not Applicable
	"Idaho"	"16"	"Oct., 2024 (provisional)"	"2024/10"	1379	Not Applicable	Not Applicable
	"Idaho"	"16"	"Nov., 2024 (provisional)"	"2024/11"	1374	Not Applicable	Not Applicable
	"Idaho"	"16"	"Dec., 2024 (provisional)"	"2024/12"	1486	Not Applicable	Not Applicable
"Total"	"Idaho"	"16"			50386	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022"	"2022/01"	14920	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2022"	"2022/02"	10456	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2022"	"2022/03"	9761	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2022"	"2022/04"	9150	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2022"	"2022/05"	9487	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2022"	"2022/06"	9162	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022"	"2022/07"	9600	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022"	"2022/08"	9538	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022"	"2022/09"	9295	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2022"	"2022/10"	10108	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2022"	"2022/11"	10176	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2022"	"2022/12"	11310	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2023"	"2023/01"	10434	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2023"	"2023/02"	9032	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2023"	"2023/03"	9745	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2023"	"2023/04"	9318	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2023"	"2023/05"	9429	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2023"	"2023/06"	8832	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2023"	"2023/07"	8973	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023"	"2023/08"	9015	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023"	"2023/09"	9023	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2023"	"2023/10"	9372	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2023"	"2023/11"	9807	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2023"	"2023/12"	10769	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2024 (provisional)"	"2024/01"	10603	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2024 (provisional)"	"2024/02"	9324	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2024 (provisional)"	"2024/03"	9698	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2024 (provisional)"	"2024/04"	9025	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2024 (provisional)"	"2024/05"	9084	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2024 (provisional)"	"2024/06"	8587	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2024 (provisional)"	"2024/07"	8912	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2024 (provisional)"	"2024/08"	9050	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2024 (provisional)"	"2024/09"	8773	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2024 (provisional)"	"2024/10"	9477	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2024 (provisional)"	"2024/11"	9080	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2024 (provisional)"	"2024/12"	10314	Not Applicable	Not Applicable
"Total"	"Illinois"	"17"			348639	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	8584	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	6691	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	6111	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	5582	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	5662	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	5621	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	5973	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	6048	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	5746	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	6238	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	6056	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022"	"2022/12"	7056	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2023"	"2023/01"	6396	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2023"	"2023/02"	5447	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2023"	"2023/03"	6061	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2023"	"2023/04"	5785	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2023"	"2023/05"	5752	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2023"	"2023/06"	5491	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2023"	"2023/07"	5519	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2023"	"2023/08"	5629	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2023"	"2023/09"	5620	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2023"	"2023/10"	5887	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2023"	"2023/11"	5898	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2023"	"2023/12"	6457	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2024 (provisional)"	"2024/01"	6597	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2024 (provisional)"	"2024/02"	5727	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2024 (provisional)"	"2024/03"	6051	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2024 (provisional)"	"2024/04"	5555	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2024 (provisional)"	"2024/05"	5629	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2024 (provisional)"	"2024/06"	5489	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2024 (provisional)"	"2024/07"	5477	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2024 (provisional)"	"2024/08"	5689	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2024 (provisional)"	"2024/09"	5459	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2024 (provisional)"	"2024/10"	5878	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2024 (provisional)"	"2024/11"	5531	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2024 (provisional)"	"2024/12"	6236	Not Applicable	Not Applicable
"Total"	"Indiana"	"18"			214628	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022"	"2022/01"	3666	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022"	"2022/02"	2952	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022"	"2022/03"	2805	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022"	"2022/04"	2574	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022"	"2022/05"	2647	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022"	"2022/06"	2678	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022"	"2022/07"	2622	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022"	"2022/08"	2720	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022"	"2022/09"	2659	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022"	"2022/10"	2731	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022"	"2022/11"	2692	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022"	"2022/12"	3227	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023"	"2023/01"	3037	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023"	"2023/02"	2617	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023"	"2023/03"	2886	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2023"	"2023/04"	2611	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2023"	"2023/05"	2680	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2023"	"2023/06"	2538	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2023"	"2023/07"	2519	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2023"	"2023/08"	2578	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2023"	"2023/09"	2541	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2023"	"2023/10"	2681	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2023"	"2023/11"	2786	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2023"	"2023/12"	3078	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2024 (provisional)"	"2024/01"	3150	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2024 (provisional)"	"2024/02"	2742	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2024 (provisional)"	"2024/03"	2771	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2024 (provisional)"	"2024/04"	2657	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2024 (provisional)"	"2024/05"	2634	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2024 (provisional)"	"2024/06"	2517	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2024 (provisional)"	"2024/07"	2559	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2024 (provisional)"	"2024/08"	2604	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2024 (provisional)"	"2024/09"	2703	Not Applicable	Not Applicable
